UniqueCount	AmbigCount
2009154	472151
2028191	711373
1765973	698884
2351718	655060
62962	20257
1845014	763022
363	523154
35356	489
5	2295
4	10142
14	3695
7029	266600
35	120114
12	7834
2	896
16	237094
1	557
0	7036
10	2662
0	7229
1	6178
13	10968
3	4611
0	671
0	24750
1	6249
0	657
0	0
2	5598
7350	8196
0	160
3	1270
1	902
1	14688
0	31774
1	5622
0	497
12	7164
0	206
0	57
0	163
6	3579
1	195205
0	2597
1	167
0	131
0	0
0	47
1	664
0	4047
0	64
0	1116
0	156
0	85
0	1161
0	1874
0	0
0	2274
0	154
0	128
0	0
0	244
1	28
1	136
0	85
11	15866
0	355
0	38
0	66
0	799
0	0
0	467
0	4
0	73
0	168
0	4746
0	368
0	15826
0	856
0	33
0	10
0	1249
0	162
2	79
1	2313
0	49
0	62
10	5179
0	309
0	70
3	52
0	189
0	47
0	27
1	42
9	933
0	1673
0	26060
8	23140
0	8
0	20
0	44
0	94
0	13
0	0
0	924
0	0
0	841
0	81
0	22
0	14
0	157
0	3554
0	23
0	4
2	1753
0	595
0	528
0	199
10	24348
0	612
0	212
0	0
0	102
0	0
0	223
0	0
0	87
0	198
8	156
2	2095
0	80
0	105
0	263
2	624
0	33
0	4
0	800
0	896
9	23
0	23
0	0
0	0
0	3
0	6
0	1
1	13
0	758
2	285
0	216
0	15
0	3
0	7
0	120
0	134
1	285
116	2601
0	0
0	15
1	750
0	0
0	46
0	137
0	85
0	324
0	80
1	96
0	47
0	5
0	0
0	138
0	1
1	3332
1	1524
0	5
0	18
0	5
0	222
0	0
0	0
0	306
0	13
17	24824
0	130
0	28
0	74
0	94
0	146
0	0
0	6
0	12
0	234
0	29
0	166
0	21
0	66
0	941
0	176
0	0
0	122
0	0
0	0
0	1
0	13
0	186
0	156
0	188
0	185
0	152
0	14
0	1941
0	0
0	5
0	230
0	26
0	100
0	184
0	71
0	109
0	15
0	161
0	10
0	165
0	186
1	124
0	0
0	298
0	0
12	31055
0	96
0	20
0	58
0	189
3	12517
0	7
0	119
0	93
0	0
0	4
0	2055
0	1
0	2
0	130
1	5
0	1
0	21
0	0
0	24
4	10
0	24
0	16
1	75
0	242
0	0
0	20
0	88
0	1697
0	114
0	0
0	232
1	463
349	2366
0	132
0	66
0	16
0	297
1	1859
0	3
0	0
0	0
0	973
0	122
0	0
0	169
1	160
0	19
0	4
0	1
0	0
0	26
0	24
0	77
0	0
0	288
0	4
0	11
0	120
0	139
0	10
0	50
0	21
0	166
0	1
0	92
0	99
0	2
0	111
0	1
0	54
0	24
0	315
0	0
0	0
0	0
0	3
0	7
0	18
0	191
0	2
0	1
0	198
0	165
0	0
18	21670
0	0
0	1
0	78
0	31
0	0
2	5810
0	13
0	63
0	31
0	0
0	1
0	1
0	30
0	0
0	2427
0	15
0	6
0	0
0	7877
0	2
0	44
0	502
0	198
0	52
1	119
0	3
1	727
1	137
0	193
2	1477
0	0
0	0
0	167
0	3
1	22
0	1
0	43
0	94
0	51
0	70
36	9726
0	1330
0	1489
0	1
2	39
0	2
2	6003
0	0
0	532
0	63
1	79
0	74
0	16
0	0
0	0
0	3
0	1028
0	1
0	0
0	0
0	2
0	1
0	75
0	5
0	9
0	94
0	1
0	23
0	98
0	1
0	47
0	77
0	115
0	4
3	600
0	198
0	0
0	197
0	1
0	18
0	11
24	47904
0	97
1	10718
0	115
0	19
0	37
0	130
0	17481
0	0
0	2
0	8
0	59
0	18
0	1
0	97
2	77
0	143
0	0
0	242
0	24
0	0
0	2902
0	2
0	0
0	51
2	6
0	140
0	95
0	1
0	11
0	135
0	77
0	0
0	1
0	0
0	616
0	1
0	1
0	0
0	2
0	81
0	1562
0	143
0	1469
0	8
0	1657
0	11
0	0
0	1223
0	2
0	20
0	0
0	2
0	39
0	67
0	72
1	106
0	32
0	1
0	1
0	52
0	1
0	1
0	479
0	1022
0	38
0	8
0	7
0	4
0	17
0	70
0	186
2	20
0	4
0	1
0	40
1	130
1	1
0	6
0	0
0	150
0	252
2	25
0	10
0	10
0	3
0	6
0	1
0	1
0	1
0	866
0	88
0	150
0	22
0	74
0	2
0	118
0	2
0	386
0	1
0	0
0	1
0	1
1	113
0	48
0	6
0	0
0	0
0	0
0	645
0	13
0	205
0	9
0	95
0	4
0	2
0	1
0	1
0	86
0	975
0	1
0	48
0	1203
0	0
0	42
0	0
0	0
1	15520
0	10
0	1
6	2155
0	161
0	0
0	77
112	51916
0	0
0	749
0	0
0	1
0	142
0	12
0	4
0	14
0	6
0	33
0	7
0	0
2	281
0	68
1	1280
0	13
0	119
0	0
0	1
7	23
0	0
1	119
0	0
0	110
0	2
0	0
0	118
0	117
0	1
0	0
0	147
0	42
0	1
0	1
0	14
0	47
0	1
0	1
0	23
0	64
0	1274
0	1
0	8
2	59
1	39
1	11
0	11
0	32
1	101
0	317
385	4202
4	23579
0	80
0	15
0	0
0	217
0	71
0	4
0	39
0	1
0	44
0	71
0	218
0	9
0	1
0	57
0	21
0	17
0	1
0	212
0	0
0	0
0	16
0	0
0	1
0	46
0	72
0	186
0	1
0	7
1	13
0	39
0	1
0	27
0	1
0	0
0	1
0	73
0	1
0	103
0	1
0	1
0	1
0	0
0	1
0	1
0	0
0	0
0	1
0	1
0	72
0	2
0	6
0	1
0	157
0	38
0	0
0	0
0	298
0	18
0	0
0	1
0	17
0	13
0	19
0	1
0	0
0	1
0	53
0	101
0	1
1	599
0	1
0	59
0	325
0	36
0	2
0	63
0	4
0	1
0	0
0	1
0	46
0	1
0	135
0	1
0	1
0	1
0	13
0	19
0	138
0	3
0	92
0	1
0	1
0	1
0	21
0	1
0	0
0	161
0	231
0	0
0	21
0	1
0	35
0	25
0	1
0	100
2	64
0	1
1	185
0	1322
0	79
1	1106
0	0
0	122
3	115
0	1
0	0
0	133
0	30
2	63878
0	1
0	3
1	11
0	2
0	0
0	148
0	6115
0	25
0	22
0	1
1	913
0	1
0	595
0	83
0	16
0	1737
0	1
9	17
0	26
0	1
0	81
0	1
0	0
0	1
0	0
0	0
2	4682
0	262
0	10
0	147
0	92
0	1
0	10
0	22
3	2133
0	1
0	13
0	1
0	0
0	21
0	61
0	138
0	8
0	1
0	30
0	43
0	10
0	1
12	75020
1	87
0	613
0	269
0	10
0	60
0	17
0	1
3	28842
0	1
0	11
0	10
0	44
0	756
0	1
0	1
0	0
0	762
0	0
0	2
0	0
0	66
0	53
0	103
0	0
0	15149
0	1
0	13
0	0
0	286
0	22
0	1783
0	1
0	0
0	16
0	0
0	16
0	1
0	15
0	1
0	2
0	1
0	1181
0	0
2	73
0	0
0	1
0	0
0	430
0	1
0	1
0	21
0	2324
0	982
0	2
0	5
0	1
0	71
0	1
0	1
0	79
0	44
0	1
0	1
0	2
0	0
0	0
1	412
0	18
0	31
0	1
0	1
0	1
1	1076
0	0
0	3
0	1
0	0
0	0
0	1
0	1
0	1
0	52
0	10
0	0
0	1
0	1
6	19924
0	0
0	35
0	35
0	329
0	0
0	6
0	2
0	1
0	0
0	1
0	0
0	1
0	1
0	199
0	0
0	0
0	71
0	6
0	0
0	42
0	17
0	5
0	8
1	18
0	66
0	199
0	2
0	0
0	1
0	0
0	1
0	1
0	7
0	18
0	2218
0	2
0	1
0	110
0	4
0	1078
0	4
0	2
0	3
0	0
0	1
0	105
0	1
1	35327
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	9
0	1
0	62
0	1
0	1800
0	162
0	0
0	537
0	1
0	0
0	37
0	1
0	1
0	1
0	1
0	1
0	7
0	1
0	1
0	6
0	1
0	1
0	0
0	0
0	1
1	55
0	1
0	1690
0	11
0	52
0	51
0	22
0	70
0	0
0	1
0	51
0	31
0	0
0	47
0	51
0	1
0	0
0	1
0	1
0	63
0	397
0	16
0	1
0	1
0	1
0	1
0	1
0	1
0	17
0	30
0	90
0	0
0	0
0	1
0	1
1	45
0	1
0	0
3	44
0	74
0	0
1	17
0	16
0	0
0	3
1	96
0	1
0	12
1	165
0	1
0	1
0	34
0	1
0	1
0	1
0	0
0	23803
0	69
0	4
0	0
0	0
1	546
0	1
0	1
0	1
0	0
0	126
0	37
0	6
0	1
0	1
0	1
0	2
0	1
0	62
0	32
0	0
0	185
0	39
0	2
0	48
0	14
0	93
0	2
0	1
0	97
0	1
0	1
0	4
0	0
0	1
0	0
0	1
0	1
0	8
0	1512
0	12
0	37
0	59
0	16
0	1
0	3
0	0
0	9
0	1
0	37
0	0
0	41
0	1
0	1
0	52
0	137
0	287
0	1695
0	0
1	264
0	53
0	0
0	1
0	225
5	17007
0	0
1	692
0	29
13	14
0	9
0	0
0	1
0	0
0	108
1	63
0	1
0	0
0	132
0	2
0	1
0	1
0	10
0	1
