41200
FBtr0475186	7528	9483	9483	1	2	0	21121
FBti0060580-RA	9725	9858	9483	1	1	2	22782
FBtr0078171	9838	18569	9858	2	10	3	18714
FBtr0078170	9838	18569	18569	2	9	13	18714
FBtr0078168	9838	21375	18569	2	9	22	18714
FBtr0306591	9838	21375	21375	2	10	31	18714
FBtr0306592	9838	21375	21375	2	11	41	18714
FBtr0330655	9838	21375	21375	2	9	52	18714
FBtr0078167	9838	21375	21375	2	9	61	18714
FBtr0078169	9838	21375	21375	2	10	70	18714
FBtr0306589	9838	21375	21375	2	10	80	18714
FBtr0078166	9838	21375	21375	2	9	90	18714
FBtr0306590	9838	21375	21375	2	9	99	18714
FBti0059810-RA	9887	9948	21375	2	1	108	18773
FBtr0113008	21822	25154	21375	2	5	109	20253
FBtr0309810	21951	24236	25154	1	2	114	22774
FBti0059812-RA	24235	24461	25154	1	1	116	20498
FBtr0078164	25401	59267	25154	2	14	117	21410
FBtr0309228	25401	59267	59267	2	14	131	21410
FBtr0113416	25401	59267	59267	2	13	145	21410
FBtr0309225	25401	59267	59267	2	11	158	21410
FBtr0078163	25401	59267	59267	2	13	169	21410
FBtr0309229	25401	59267	59267	2	15	182	21410
FBtr0309227	25401	59267	59267	2	12	197	21410
FBtr0309226	25401	65403	59267	2	14	209	21410
FBti0059814-RA	27529	27787	65403	2	1	223	22639
FBti0019092-RA	47513	52518	65403	1	1	224	21767
FBtr0347585	54816	55766	65403	1	1	225	22200
FBti0059816-RA	60239	60579	65403	1	1	226	19344
FBti0059818-RA	60662	60772	65403	1	1	227	22487
FBti0019093-RA	64315	64935	65403	1	1	228	20728
FBti0059819-RA	65663	65697	65403	2	1	229	22929
FBtr0345732	65998	66241	65697	1	1	230	19378
FBtr0345733	66317	66523	66241	1	1	231	21855
FBtr0306539	66481	71389	66523	1	7	232	20961
FBtr0306536	67042	71080	71389	1	5	239	20961
FBtr0306538	67042	71080	71389	1	6	244	20961
FBtr0306537	67042	71389	71389	1	6	250	20961
FBtr0078100	67042	71389	71389	1	5	256	20961
FBtr0344053	71038	73835	71389	2	2	261	19184
FBtr0344052	71038	73835	73835	2	1	263	19184
FBtr0306540	71756	76210	73835	1	4	264	21732
FBtr0078101	72386	76210	76210	1	3	268	21732
FBtr0331680	73484	76210	76210	1	4	271	21732
FBtr0302164	73484	76210	76210	1	3	275	21732
FBtr0301733	74128	76210	76210	1	3	278	21732
FBtr0306541	76347	77782	76210	1	2	281	22723
FBtr0290323	82420	87386	77782	2	2	283	19203
FBtr0330637	82983	87386	87386	2	2	285	19203
FBtr0078103	94738	102085	87386	1	12	287	21224
FBtr0078104	102379	104141	102085	1	3	299	22786
FBtr0330636	102379	104141	104141	1	3	302	22786
FBtr0301452	103961	106731	104141	2	5	305	20587
FBtr0089437	106902	114431	106731	1	8	310	20630
FBtr0308091	107760	111336	114431	1	4	318	20630
FBtr0089428	107760	114209	114431	1	8	322	20630
FBtr0330656	107760	114431	114431	1	6	330	20630
FBtr0089429	107760	114431	114431	1	7	336	20630
FBtr0089432	107936	114209	114431	1	7	343	20630
FBtr0089431	107936	114431	114431	1	7	350	20630
FBtr0089430	107936	114431	114431	1	7	357	20630
FBtr0089433	108088	114431	114431	1	7	364	20630
FBtr0089435	108132	114431	114431	1	7	371	20630
FBtr0089434	108132	114431	114431	1	7	378	20630
FBtr0089436	109593	114209	114431	1	6	385	20630
FBtr0330638	114725	156029	114431	1	3	391	22134
FBtr0330639	114725	156029	156029	1	3	394	22134
FBtr0306542	114725	156029	156029	1	3	397	22134
FBtr0336838	115364	116181	156029	2	1	400	19121
FBtr0078160	115364	116487	156029	2	1	401	19121
FBti0060557-RA	116517	116975	156029	1	1	402	18644
FBtr0100307	116969	120630	156029	2	10	403	22377
FBtr0078157	117078	120630	156029	2	11	413	22377
FBtr0100308	117078	120630	156029	2	9	424	22377
FBtr0330646	117078	120630	156029	2	9	433	22377
FBtr0100309	117078	120630	156029	2	9	442	22377
FBtr0078158	117078	120741	156029	2	10	451	22377
FBtr0078156	117078	121753	156029	2	10	461	22377
FBtr0078159	117078	121753	156029	2	9	471	22377
FBtr0100310	117173	120630	156029	2	9	480	22377
FBtr0078154	122623	129244	156029	2	8	489	21078
FBtr0100379	122623	129244	156029	2	7	497	21078
FBtr0078155	122623	130790	156029	2	8	504	21078
FBtr0078153	122623	130790	156029	2	9	512	21078
FBtr0344032	122836	124030	156029	1	3	521	18559
FBti0060562-RA	123546	123634	156029	2	1	524	21626
FBtr0300568	132076	133994	156029	1	2	525	19708
FBtr0078114	132076	134471	156029	1	2	527	19708
FBtr0078115	132076	134471	156029	1	1	529	19708
FBtr0336836	135401	136127	156029	1	1	530	20269
FBtr0336837	136143	136700	156029	1	2	531	22584
FBtr0346127	138383	139587	156029	2	4	533	21007
FBtr0302194	138383	140991	156029	2	6	537	21007
FBtr0302196	138383	140991	156029	2	6	543	21928
FBtr0302195	139445	140991	156029	2	3	549	21928
FBtr0330644	141076	142571	156029	2	3	552	21647
FBtr0300987	141076	143090	156029	2	4	555	21647
FBtr0330645	141076	143090	156029	2	3	559	21647
FBtr0078116	143322	144226	156029	1	1	562	20838
FBtr0330643	144230	153299	156029	2	9	563	20542
FBtr0301929	144230	153299	156029	2	9	572	20542
FBtr0078147	153538	155304	156029	2	2	581	19976
FBtr0330642	155088	156029	156029	1	3	583	22134
FBtr0330641	155088	156029	156029	1	2	586	22134
FBtr0301886	155334	156029	156029	1	3	588	22134
FBtr0301887	155334	156029	156029	1	3	591	22134
FBtr0078117	155334	156029	156029	1	3	594	22134
FBtr0078118	155334	156029	156029	1	2	597	22134
FBtr0330640	155334	156029	156029	1	3	599	22134
FBtr0340650	156028	157665	156029	1	3	602	21604
FBtr0078119	156148	157665	157665	1	3	605	21604
FBtr0091612	157835	158663	157665	2	2	608	22770
FBtr0306341	159031	201587	158663	1	13	610	22412
FBtr0330652	159031	201587	201587	1	14	623	22412
FBtr0078122	159031	201587	201587	1	12	637	22412
FBtr0332336	159031	203249	201587	1	14	649	22412
FBtr0078121	159031	203396	203249	1	11	663	22412
FBti0060558-RA	172691	172723	203396	1	1	674	18908
FBti0060559-RA	173742	173777	203396	2	1	675	18956
FBti0019095-RA	176392	176511	203396	2	1	676	19209
FBti0060560-RA	178278	178466	203396	1	1	677	20987
FBti0060561-RA	179821	179908	203396	1	1	678	19541
FBtr0332337	182819	201587	203396	1	11	679	22412
FBtr0078123	182819	203249	203396	1	10	690	22412
FBtr0330653	182819	203249	203396	1	11	700	22412
FBtr0078124	203778	204781	203396	1	2	711	18545
FBtr0308246	204742	206796	204781	2	4	713	21651
FBtr0078146	204742	207296	206796	2	4	717	21651
FBtr0332338	207178	210505	207296	1	3	721	20046
FBtr0078125	207405	210505	210505	1	3	724	20046
FBtr0332339	207405	210724	210505	1	3	727	20046
FBtr0078145	210734	221961	210724	2	7	730	22970
FBtr0078144	210734	250822	221961	2	18	737	22970
FBtr0308255	210734	250822	250822	2	17	755	22970
FBtr0308254	210734	250822	250822	2	17	772	22970
FBtr0308253	210734	250822	250822	2	19	789	22970
FBtr0299837	210734	250822	250822	2	17	808	22970
FBtr0336984	219650	220049	250822	1	1	825	22056
FBtr0336985	223518	224707	250822	1	1	826	21878
FBtr0336986	228036	228587	250822	1	1	827	22309
FBtr0309764	232165	232252	250822	2	1	828	19780
FBtr0078126	232486	234207	250822	1	2	829	19422
FBtr0304343	243034	243140	250822	2	1	831	22866
FBtr0304344	243054	243075	250822	2	1	832	21792
FBtr0472777	243095	243117	250822	2	1	833	18752
FBtr0336987	248908	249811	250822	1	1	834	21996
FBtr0336990	251038	252372	250822	2	5	835	21640
FBtr0078143	251162	252372	252372	2	5	840	21640
FBtr0336989	252588	254749	252372	2	5	845	18529
FBtr0078140	252588	271743	254749	2	5	850	18529
FBtr0078141	252588	271743	271743	2	5	855	18529
FBtr0308252	259948	267504	271743	2	1	860	18686
FBtr0336988	262202	263002	271743	1	2	861	21303
FBtr0078142	263465	267504	271743	2	1	863	18686
FBtr0078127	269087	271625	271743	1	3	864	20499
FBtr0078139	271911	273714	271743	2	2	867	22927
FBtr0343777	273835	274693	273714	1	1	869	19007
FBtr0078128	273936	274765	274693	1	1	870	19007
FBtr0330649	274739	277211	274765	2	4	871	22025
FBtr0330648	274739	277211	277211	2	4	875	22025
FBtr0300804	274739	277211	277211	2	4	879	22025
FBtr0330650	274739	278233	277211	2	4	883	22025
FBtr0078129	277581	282166	278233	1	6	887	18842
FBtr0343780	281669	283194	282166	2	2	893	19165
FBtr0343779	281970	283194	283194	2	2	895	19165
FBtr0078137	281970	283268	283194	2	2	897	19165
FBtr0078136	283384	285725	283268	2	3	899	20206
FBtr0113009	283384	291794	285725	2	4	902	20206
FBtr0343778	283384	291794	291794	2	4	906	20206
FBtr0078135	283661	286530	291794	2	3	910	20206
FBtr0347594	283806	284254	291794	1	1	913	21436
FBtr0347595	286382	288291	291794	1	2	914	19257
FBtr0078134	287251	288931	291794	2	1	916	19292
FBtr0330647	287251	289143	291794	2	1	917	19292
FBtr0078130	292418	293221	291794	1	2	918	22428
FBtr0333408	292958	294680	293221	2	2	920	22964
FBtr0078133	293352	294680	294680	2	2	922	22964
FBtr0078131	295121	297448	294680	1	4	924	21541
FBtr0331205	297879	303933	297448	1	3	928	20646
FBtr0331208	297879	305232	303933	1	3	931	20646
FBtr0331206	301705	305232	305232	1	1	934	20646
FBtr0331207	301705	305232	305232	1	2	935	20646
FBtr0330673	305934	346254	305232	1	16	937	18606
FBtr0078047	305934	346254	346254	1	17	953	18606
FBtr0078049	305934	355565	346254	1	18	970	18606
FBtr0329830	308536	309347	355565	2	2	988	20264
FBtr0344144	308536	309347	355565	2	1	990	20264
FBtr0330674	310199	346254	355565	1	17	991	18606
FBtr0078048	310199	346540	355565	1	17	1008	18606
FBtr0078050	310199	347926	355565	1	17	1025	18606
FBtr0078099	318361	319258	355565	2	1	1042	20471
FBtr0078098	320278	321247	355565	2	1	1043	22024
FBtr0078052	322100	323090	355565	1	1	1044	21838
FBtr0330695	325521	329760	355565	2	2	1045	19838
FBtr0330696	327428	329760	355565	2	1	1047	19838
FBtr0078096	329909	332334	355565	2	1	1048	19746
FBti0019096-RA	347940	355382	355565	2	1	1049	20044
FBtr0330651	355564	357873	355565	2	5	1050	18495
FBtr0078095	355564	357873	357873	2	5	1055	18495
FBtr0078094	355564	357873	357873	2	4	1060	18495
FBtr0345774	355662	356890	357873	1	1	1064	19224
FBtr0345775	357328	358173	357873	1	1	1065	21432
FBtr0078053	378111	387438	358173	1	5	1066	21215
FBtr0329831	396119	396570	387438	1	1	1071	21096
FBtr0331204	396594	402053	396570	2	5	1072	22052
FBtr0078093	396594	402197	402053	2	5	1077	22052
FBtr0078054	404284	407968	402197	1	3	1082	20951
FBtr0089488	408029	414776	407968	2	9	1085	20562
FBtr0089489	408875	412884	414776	2	8	1094	20562
FBtr0078055	415066	418535	414776	1	3	1102	20327
FBtr0078090	418433	419651	418535	2	1	1105	19180
FBtr0078056	419951	420696	419651	1	2	1106	19306
FBtr0331932	419951	420863	420696	1	2	1108	19306
FBtr0078089	420894	421449	420863	2	1	1110	20041
FBtr0078057	421770	422488	421449	1	2	1111	20475
FBtr0078058	422872	425320	422488	1	4	1113	18500
FBtr0329832	431226	448700	425320	1	6	1117	22635
FBtr0078059	431226	448700	448700	1	6	1123	22635
FBtr0329833	439538	440103	448700	1	1	1129	19190
FBtr0331233	448253	453023	448700	2	6	1130	18864
FBtr0078087	448253	453023	453023	2	5	1136	18864
FBtr0304741	448715	451301	453023	2	5	1141	18864
FBtr0331232	448715	452751	453023	2	5	1146	18864
FBtr0078088	448715	453023	453023	2	6	1151	18864
FBti0063763-RA	451599	451691	453023	2	1	1157	20683
FBtr0078060	453107	454653	453023	1	2	1158	19166
FBtr0305350	454753	455312	454653	1	2	1160	19731
FBtr0078061	455530	458744	455312	1	7	1162	21401
FBtr0331231	455530	458744	458744	1	7	1169	21401
FBtr0331230	455530	458744	458744	1	8	1176	21401
FBtr0310035	458875	471554	458744	2	2	1184	21176
FBtr0310034	458875	472199	471554	2	2	1186	21176
FBtr0078062	473012	476169	472199	1	7	1188	23037
FBtr0333012	476219	540531	476169	1	8	1195	21864
FBtr0333013	476219	540531	540531	1	9	1203	21864
FBtr0078083	476445	479687	540531	2	2	1212	21931
FBtr0078084	476445	479687	540531	2	1	1214	21931
FBtr0310030	476445	479687	540531	2	2	1215	21931
FBtr0347589	490834	492648	540531	1	1	1217	20554
FBtr0310027	490834	540531	540531	1	8	1218	21864
FBtr0347590	491878	492648	540531	1	1	1226	20554
FBtr0347591	500872	502235	540531	2	1	1227	19249
FBtr0078063	523465	540559	540531	1	8	1228	21864
FBtr0329895	523735	540559	540559	1	8	1236	21864
FBtr0310028	540598	542579	540559	2	3	1244	19966
FBtr0078082	541236	542579	542579	2	2	1247	19966
FBtr0310029	541392	542579	542579	2	2	1249	19966
FBtr0078081	541392	542579	542579	2	2	1251	19966
FBtr0078080	542785	544652	542579	2	3	1253	21683
FBtr0344014	544924	552453	544652	2	4	1256	19729
FBtr0078064	545128	547095	552453	1	4	1260	20692
FBtr0112854	547015	549501	552453	2	3	1264	19729
FBtr0078079	547015	552453	552453	2	3	1267	19729
FBtr0345429	547015	552922	552453	2	3	1270	19729
FBtr0078078	553741	559078	552922	2	6	1273	21118
FBtr0303763	553741	560309	559078	2	6	1279	21118
FBtr0078066	559611	560522	560309	1	2	1285	21988
FBtr0332342	560567	563346	560522	2	1	1287	18625
FBtr0332341	560567	563346	563346	2	2	1288	18625
FBtr0078076	560567	563346	563346	2	2	1290	18625
FBtr0345577	560567	563818	563346	2	2	1292	18625
FBtr0078067	564162	566471	563818	1	1	1294	19221
FBtr0078075	566365	568120	566471	2	4	1295	22217
FBtr0078068	568339	572715	568120	1	3	1299	21323
FBtr0332340	568339	572906	572715	1	3	1302	21323
FBtr0078074	573032	574263	572906	2	1	1305	21144
FBtr0310022	574290	575733	574263	1	4	1306	18510
FBtr0078069	574507	575733	575733	1	3	1310	18510
FBtr0346726	575710	576549	575733	2	2	1313	18591
FBtr0333746	575710	576549	576549	2	3	1315	18591
FBtr0346650	575710	576895	576549	2	3	1318	18591
FBtr0078070	577485	579548	576895	1	3	1321	22679
FBtr0347398	583539	588046	579548	2	2	1324	22186
FBtr0343221	583543	594684	588046	2	3	1326	22186
FBtr0343220	583543	594684	594684	2	3	1329	22186
FBtr0347397	588047	588783	594684	1	2	1332	20214
FBtr0445834	588147	588783	594684	1	2	1334	20214
FBtr0078071	602812	603561	594684	1	2	1336	20496
FBtr0310023	602812	604429	603561	1	2	1338	20496
FBtr0343219	605913	606411	604429	1	1	1340	19965
FBtr0310101	608339	609133	606411	2	1	1341	22682
FBtr0308305	620297	621200	609133	2	1	1342	21592
FBtr0343248	623106	623664	621200	1	1	1343	22273
FBtr0343250	623899	624322	623664	2	1	1344	20501
FBtr0077998	624616	625555	624322	1	1	1345	20388
FBtr0077999	625651	628199	625555	1	1	1346	19479
FBtr0345777	628728	629051	628199	1	1	1347	19871
FBti0060585-RA	634183	634244	629051	2	1	1348	19527
FBtr0078045	640012	714982	634244	2	12	1349	20752
FBtr0343249	640305	714982	714982	2	12	1361	20752
FBti0019098-RA	686973	695954	714982	2	1	1373	18785
FBtr0344054	710567	715306	714982	1	2	1374	21474
FBtr0347592	721984	724832	715306	2	2	1376	19839
FBtr0078000	728361	730563	724832	1	1	1378	19917
FBtr0301316	737211	741790	730563	2	6	1379	22311
FBtr0301317	737211	744394	741790	2	8	1385	22311
FBtr0078043	737211	744394	744394	2	8	1393	22311
