UniqueCount	AmbigCount
1774007	485005
1775490	704222
1567227	691487
2059325	648791
60801	20039
1613918	805866
561	523221
39280	476
3	2465
3	12219
29	4848
3902	287340
63	142047
40	8318
1	1042
26	255330
2	758
0	8859
6	2591
0	8106
5	6697
23	12617
3	5550
0	743
4	25573
1	7282
2	722
0	0
1	6906
6577	7918
0	243
5	1372
1	1162
4	15972
1	31059
5	5932
0	654
5	10538
0	283
0	49
2	234
5	4467
9	211340
0	3307
0	194
1	152
0	0
0	59
3	754
1	3902
0	123
0	1141
0	249
1	115
0	1097
0	2249
0	0
0	4855
0	191
0	144
0	0
0	271
0	40
0	163
1	125
16	21649
3	654
0	30
0	101
0	886
0	0
0	482
0	2
0	100
1	208
7	4972
0	429
10	21384
0	865
0	55
0	15
1	1594
0	233
0	118
0	4997
0	98
0	73
15	6291
0	348
0	117
2	68
0	186
0	75
0	37
0	67
10	988
0	1770
0	35479
9	24550
0	16
0	29
0	77
0	131
0	10
0	1
2	1326
0	0
0	929
0	108
0	29
0	26
0	168
0	3731
0	38
1	1
1	1917
0	780
0	613
0	214
7	24003
1	738
0	271
0	0
0	148
0	0
0	206
0	0
0	132
0	265
7	169
3	2611
0	86
0	119
0	371
3	712
0	41
0	7
0	849
0	1024
8	31
0	34
0	0
0	3
0	7
0	14
0	0
1	12
0	910
1	282
0	211
0	10
0	5
0	4
0	152
0	196
2	367
70	2589
0	3
0	30
1	915
0	5
1	77
0	112
0	120
0	389
4	131
1	158
0	56
0	5
0	0
0	173
0	2
2	3941
1	2105
0	20
0	16
0	10
0	242
0	0
0	0
0	295
0	9
24	25308
0	226
0	36
1	89
0	113
2	180
0	0
0	5
0	14
0	306
0	69
0	197
0	30
0	67
0	934
0	217
0	1
1	135
0	0
0	0
0	2
0	18
1	199
1	217
0	199
0	175
0	148
0	22
0	2018
0	0
0	7
0	243
1	37
0	130
0	179
0	73
0	163
0	22
0	205
0	12
0	193
0	233
0	184
0	1
0	344
0	0
31	29170
0	93
0	37
0	78
0	205
6	13391
0	3
0	151
0	115
0	0
0	3
1	2429
0	3
0	4
0	146
1	3
0	4
0	22
0	0
0	42
0	20
0	52
0	25
5	98
0	241
0	0
0	28
0	98
0	2378
0	136
0	0
0	257
1	515
384	2262
0	191
0	110
0	20
0	358
3	2347
0	6
0	0
0	1
0	986
0	181
0	0
0	262
2	182
0	19
0	7
0	3
0	0
0	38
4	32
0	82
0	0
0	561
0	9
0	23
0	135
0	154
0	19
0	61
0	50
0	329
0	3
0	112
0	127
0	7
0	144
0	5
0	73
0	18
0	368
0	0
0	1
0	1
0	6
0	8
0	18
0	209
0	2
0	2
0	296
0	225
0	0
17	28316
0	0
0	3
0	117
0	34
0	0
17	6577
0	23
0	97
0	19
0	2
0	3
0	2
0	39
0	0
0	2299
0	13
0	9
0	0
0	8409
0	3
0	68
0	466
0	218
0	86
0	143
0	7
1	661
1	312
0	187
0	1845
0	0
0	0
0	183
0	6
0	18
0	3
0	72
0	100
0	143
0	83
45	16301
0	1495
4	1961
0	7
